,URL,building,district,neighborhood,price,beds,baths,surface,lat,long,highlights,furnishing,amenities,completion_year,floor,price_sqf,views,discounted,cheap,distressed,investment,tenanted,vacant,metro,furnished,condition,upgraded,luxury,median_sqf,diff_percent,valuation
14213,"https://www.bayut.com/property/details-5931270.html
",,Jumeirah Village Circle (JVC),Tuscan Residence,470000,1.0,2,957.0,25.063617,55.208466,"Great Look with Great Quality 1BR for Sale in Tuscan Residence, Very  Affordable",Unfurnished,"['Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Electricity Backup', 'Electricity Backup', 'Parking Spaces', 'Centrally Air-Conditioned', 'Double Glazed Windows', 'Balcony or Terrace', 'Lobby in Building', 'Completion Year: 2008', 'First Aid Medical Center', 'Gym or Health Club', 'Swimming Pool', 'Kids Play Area', 'Waste Disposal', 'Security Staff', 'CCTV Security', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge']",2008,,491.11807732497385,0,0,1,0,0,0,0,0,0,0,,0,813.2859142247321,-39.61310914954994,good value
14214,"https://www.bayut.com/property/details-5929495.html
",Wilton Terraces 1,Mohammed Bin Rashid City,Sobha Hartland,1650000,2.0,3,1625.0,25.177211,55.308839,"Brand New, Priced to Sell, Vacant",,[],0,,1015.3846153846154,0,0,0,0,0,0,1,0,0,1,,1,1533.8983050847455,-33.80365490862728,good value
14224,"https://www.bayut.com/property/details-5928173.html
",Emirates Gardens 2,Jumeirah Village Circle (JVC),JVC District 14,330000,0.0,1,523.0,25.047464,55.204947,"INVESTOR DEAL, FULLY FURNISHED STUDIO,  VACANT ON TRANSFER",Furnished,['Furnished'],0,,630.9751434034417,0,0,0,0,1,0,1,0,1,0,,0,930.2325581395348,-32.170172084130016,good value
14227,"https://www.bayut.com/property/details-5935098.html
",,Dubai Marina,Marina Pearl,700000,1.0,2,877.0,25.069799423218,55.134300231934,"Investors Deal, Unique Lay-out, Prime Location",Furnished,"['Furnished', 'Parking Spaces', 'Electricity Backup', 'Centrally Air-Conditioned', 'Furnished', 'Electricity Backup', 'Parking Spaces', 'Centrally Air-Conditioned', 'Lobby in Building', 'Service Elevators', 'Waste Disposal', 'CCTV Security', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge']",0,,798.175598631699,0,0,0,0,1,0,0,0,0,0,,0,1524.779462290593,-47.65304633414702,good value
14238,"https://www.bayut.com/property/details-4357932.html
",Travo Tower B,The Views,Travo,1900000,2.0,3,2386.0,25.090293,55.172348,"Vacant and ready to move in, Huge Layout of 2 BR",Unfurnished,"['Balcony or Terrace', 'Sauna', 'Steam Room', 'Centrally Air-Conditioned', 'Centrally Air-Conditioned', 'Storage Areas', 'Balcony or Terrace', 'Gym or Health Club', 'Sauna', 'Steam Room', 'Maintenance Staff', 'Intercom', 'ATM Facility']",0,,796.3118189438391,0,0,0,0,0,0,1,0,0,0,,0,1291.319467538267,-38.33347680710612,good value
14244,"https://www.bayut.com/property/details-5573344.html
",29 Boulevard Podium,Downtown Dubai,29 Boulevard,2785000,3.0,3,1752.0000000000002,25.192143,55.272784,"Large 3 Bedroom Apartment, 29 Boulevard, Downtown",Furnished,"['Furnished', 'Balcony or Terrace', 'Swimming Pool', 'Jacuzzi', 'Furnished', 'Electricity Backup', 'Centrally Air-Conditioned', 'Central Heating', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Prayer Room', 'Reception/Waiting Room', 'Gym or Health Club', 'Facilities for Disabled', 'Swimming Pool', 'Jacuzzi', 'Kids Play Area', 'Lawn or Garden', 'Barbeque Area', 'Maintenance Staff', 'Security Staff', 'CCTV Security', 'Laundry Room', 'Laundry Facility', 'Broadband Internet', 'Intercom', 'ATM Facility', '24 Hours Concierge', 'Freehold']",0,,1589.6118721461185,0,0,0,0,0,0,0,0,0,0,,0,2643.778531244672,-39.87348587032589,good value
14255,"https://www.bayut.com/property/details-5486790.html
",,Downtown Dubai,Burj Al Nujoom,1499999,2.0,3,1507.0,25.191151,55.282047,"Burj Khalifa View, Spacious, Well Maintained",,"['Parking Spaces', 'Swimming Pool', 'Centrally Air-Conditioned', 'Lobby in Building', 'Parking Spaces', 'Centrally Air-Conditioned', 'Lobby in Building', 'Completion Year: 2009', 'Swimming Pool', 'Waste Disposal', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge']",2009,,995.3543463835434,1,0,0,0,0,0,0,0,0,1,,1,2356.7802755620014,-57.76634942575672,great value
14282,"https://www.bayut.com/property/details-5927458.html
",,Dubai Marina,Marina Arcade Tower,1896000,1.0,2,2000.0,25.089622,55.14986,Rare To Find l Duplex Loft l Payment Plan,Unfurnished,"['Furnished', 'Balcony or Terrace', 'Parking Spaces', 'Maids Room', 'Furnished', 'Electricity Backup', 'Parking Spaces', 'Centrally Air-Conditioned', 'Balcony or Terrace', 'Lobby in Building', 'Elevators in Building', 'Service Elevators', 'Total Floors: 47', 'First Aid Medical Center', 'Swimming Pool', 'Jacuzzi', 'Day Care Center', 'Kids Play Area', 'Lawn or Garden', 'Waste Disposal', 'Maintenance Staff', 'Security Staff', 'CCTV Security', 'Laundry Room', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge', 'Maids Room', 'View']",0,,948.0,0,0,0,0,0,0,0,0,0,0,,0,1524.779462290593,-37.82707444289214,good value
14289,"https://www.bayut.com/property/details-5922580.html
",,Dubai Marina,Sulafa Tower,950000,1.0,2,920.0,25.089437,55.149102,"Large Layout 1BR, High Floor with Amazing Partial Sea View",Unfurnished,[],0,,1032.608695652174,1,0,0,0,0,0,0,0,0,0,,0,1524.779462290593,-32.27816079704128,good value
14299,"https://www.bayut.com/property/details-5927344.html
",,Dubai Marina,,1592000,1.0,2,1679.0000000000002,25.078399658203,55.142398834229,"SPACIOUS 1 BR APARTMENT, DUBAI MARINA, NEAR METRO",Unfurnished,[],0,,948.1834425253126,0,0,0,0,0,0,0,1,0,0,,0,1524.779462290593,-37.81504368501211,good value
14306,"https://www.bayut.com/property/details-5942023.html
",Executive Tower M (West Heights 1),Business Bay,Executive Towers,1075000,1.0,2,1253.0,25.190833,55.265287,Spacious 1 Bedroom for Sale in Executive Tower M,,[],0,,857.9409417398244,0,0,0,0,0,0,0,0,0,0,,0,1305.23754217134,-34.269363696619635,good value
14332,"https://www.bayut.com/property/details-5149007.html
",,Dubai Marina,The Cascades,799000,1.0,2,880.0000000000001,25.072886,55.138117,"Close to metro, Great investment",Unfurnished,"['Furnished', 'Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Furnished', 'Electricity Backup', 'Parking Spaces', 'Centrally Air-Conditioned', 'Central Heating', 'Double Glazed Windows', 'Storage Areas', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Completion Year: 2006', 'Gym or Health Club', 'Facilities for Disabled', 'Swimming Pool', 'Jacuzzi', 'Sauna', 'Kids Play Area', 'Barbeque Area', 'Waste Disposal', 'Maintenance Staff', 'Security Staff', 'CCTV Security', 'Laundry Room', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge']",2006,,907.9545454545454,0,0,0,0,1,0,0,1,0,0,,0,1524.779462290593,-40.45338569221186,good value
14336,"https://www.bayut.com/property/details-5100150.html
",29 Boulevard Podium,Downtown Dubai,29 Boulevard,2850000,3.0,4,1774.0000000000002,25.192143,55.272784,"Spacious Layout, Podium Apartment, Road View",,"['Balcony or Terrace', 'Swimming Pool', 'Sauna', 'Steam Room', 'Centrally Air-Conditioned', 'Storage Areas', 'Balcony or Terrace', 'Gym or Health Club', 'Swimming Pool', 'Sauna', 'Steam Room']",0,,1606.5388951521982,1,0,0,0,0,0,0,0,0,0,,0,2794.026135656503,-42.500935311590595,good value
14337,"https://www.bayut.com/property/details-5100147.html
",29 Boulevard Podium,Downtown Dubai,29 Boulevard,2500000,3.0,4,1688.0,25.192143,55.272784,"Podium, Stylish Unit, Road View, Unfurnished",,"['Balcony or Terrace', 'Swimming Pool', 'Sauna', 'Steam Room', 'Centrally Air-Conditioned', 'Balcony or Terrace', 'Gym or Health Club', 'Swimming Pool', 'Sauna', 'Steam Room']",0,,1481.042654028436,1,0,0,0,0,0,0,0,1,0,,0,2794.026135656503,-46.99252683688873,good value
14341,"https://www.bayut.com/property/details-5075506.html
",The Lofts East,Downtown Dubai,The Lofts,1300000,1.0,2,958.0,25.197323,55.270276,"Immaculate View, Spacious, One of a Kind Home",,[],0,,1356.9937369519832,1,0,0,0,0,0,0,0,0,0,,0,1938.8372968573603,-30.009921969650605,good value
14369,"https://www.bayut.com/property/details-5923645.html
",,Dubai Marina,Mag 218 Tower,1600000,2.0,3,1760.0000000000002,25.087999343872,55.149101257324,"Investment Opportunity, 2 Bedroom Apt, Mag 218",Unfurnished,"['Furnished', 'Parking Spaces', 'Swimming Pool', 'Jacuzzi', 'Furnished', 'Electricity Backup', 'Parking Spaces', 'Centrally Air-Conditioned', 'Central Heating', 'Double Glazed Windows', 'Lobby in Building', 'Elevators in Building: 7', 'Service Elevators', 'Completion Year: 2009', 'First Aid Medical Center', 'Swimming Pool', 'Jacuzzi', 'Sauna', 'Steam Room', 'Day Care Center', 'Kids Play Area', 'Barbeque Area', 'Cafeteria or Canteen', 'Waste Disposal', 'Business Center', 'Security Staff', 'CCTV Security', 'Laundry Facility', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge']",2009,,909.090909090909,0,0,0,0,1,0,0,0,0,0,,0,1458.4369817578772,-37.66676788494712,good value
14371,"https://www.bayut.com/property/details-5796512.html
",Villa Myra,Jumeirah Village Circle (JVC),JVC District 15,550000,1.0,2,1006.0,25.058224,55.199572,"FOR SALE, POOL VIEW, HIGH QUALITY, 1 BHK,",Unfurnished,"['Balcony or Terrace', 'Parking Spaces: 1', 'Swimming Pool', 'Centrally Air-Conditioned', 'Parking Spaces: 1', 'Centrally Air-Conditioned', 'Central Heating', 'Balcony or Terrace', 'Lobby in Building', 'Gym or Health Club', 'Swimming Pool', 'Waste Disposal', 'Maintenance Staff', 'Conference Room', 'Security Staff', 'CCTV Security', 'Intercom', 'Freehold']",0,,546.7196819085488,1,0,0,0,0,0,0,0,0,1,,1,813.2859142247321,-32.77644769862867,good value
14374,"https://www.bayut.com/property/details-5922610.html
",,Dubai Marina,Marina Pinnacle,750000,1.0,2,860.0,25.08869934082,55.14820098877,Vacant / Turnkey Property / Partial Sea View,,"['Parking Spaces', 'Jacuzzi', 'Sauna', 'Steam Room', 'Electricity Backup', 'Parking Spaces', 'Centrally Air-Conditioned', 'Lobby in Building', 'Service Elevators', 'Completion Year: 2008', 'Jacuzzi', 'Sauna', 'Steam Room', 'Waste Disposal', 'CCTV Security', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge']",2008,,872.0930232558139,1,0,0,0,0,0,1,0,0,0,,0,1524.779462290593,-42.80530104034087,good value
14383,"https://www.bayut.com/property/details-5923825.html
",,Jumeirah Village Circle (JVC),Beverly Residence,750000,1.0,2,1371.0,25.050372,55.213664,"HIGH QUALITY, BRAND NEW, LARGE BALCONY",,"['Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Centrally Air-Conditioned', 'Parking Spaces', 'Centrally Air-Conditioned', 'Balcony or Terrace', 'Gym or Health Club', 'Swimming Pool', 'Barbeque Area', 'Security Staff']",0,,547.0459518599563,0,0,0,0,0,0,0,0,0,1,,1,813.2859142247321,-32.73633020173109,good value
14387,"https://www.bayut.com/property/details-5919907.html
",Seasons Community,Jumeirah Village Circle (JVC),JVC District 15,599999,2.0,3,1400.0,25.059239,55.202383,Best Deal / Huge Terrace / Bigger Two Bedroom,Unfurnished,"['Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Flooring', 'Parking Spaces', 'Centrally Air-Conditioned', 'Double Glazed Windows', 'Storage Areas', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Reception/Waiting Room', 'Flooring', 'Gym or Health Club', 'Swimming Pool', 'Sauna', 'Kids Play Area', 'Lawn or Garden', 'Waste Disposal', 'Maintenance Staff', 'Cleaning Services', 'Business Center', 'Security Staff', 'CCTV Security', 'Broadband Internet', 'Intercom', '24 Hours Concierge', 'View', 'Freehold']",0,,428.5707142857143,0,0,0,0,0,0,0,0,0,0,,0,803.1369642171121,-46.6379044446697,good value
14410,"https://www.bayut.com/property/details-5920712.html
",,Dubai Marina,Sulafa Tower,750000,1.0,2,916.0,25.089437,55.149102,"High Floor, Best Deal, Largest Layout",,[],0,,818.7772925764192,0,0,0,0,0,0,0,0,0,0,,0,1524.779462290593,-46.30192019071304,good value
14427,"https://www.bayut.com/property/details-5937140.html
",,Arjan,La Fontana Apartments,399999,1.0,1,630.0,25.063438,55.236053,"Fully Furnished, Freehold Area, Garden view",,"['Parking Spaces', 'Swimming Pool', 'Sauna', 'Centrally Air-Conditioned', 'Parking Spaces', 'Centrally Air-Conditioned', 'Lobby in Building', 'Swimming Pool', 'Sauna', 'Kids Play Area', 'Barbeque Area', 'Waste Disposal', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge']",0,,634.9190476190477,1,0,0,0,0,0,0,0,1,0,,0,960.6449579015291,-33.90700254066914,good value
14444,"https://www.bayut.com/property/details-5941915.html
",Bay Square 2,Business Bay,Bay Square,1300000,1.0,2,1521.0,25.186066,55.279675,Huge Terrace apartment Well-maintained 1bhk,Unfurnished,[],0,,854.7008547008547,0,0,0,0,0,0,0,0,0,1,,0,1305.23754217134,-34.51760104302477,good value
14445,"https://www.bayut.com/property/details-5535018.html
",,Jumeirah Village Circle (JVC),Lolena Residence,385000,1.0,2,815.0,25.057293,55.214281,"High ROI, Large Unit, Play Area View",Unfurnished,"['Swimming Pool', 'Centrally Air-Conditioned', 'Gym or Health Club', 'Kids Play Area', 'Centrally Air-Conditioned', 'Gym or Health Club', 'Swimming Pool', 'Kids Play Area', 'ATM Facility']",0,,472.3926380368098,1,0,0,0,1,0,0,0,0,0,,0,813.2859142247321,-41.9155514961648,good value
14450,"https://www.bayut.com/property/details-5917627.html
",Golden Mile 9,Palm Jumeirah,Golden Mile,1400000,1.0,2,1305.0,25.111828,55.140392,"Motivated Seller, High ROI, Partial Sea View",,['Central Heating'],0,,1072.7969348659003,1,0,0,0,1,0,0,0,0,0,,0,2158.894645941278,-50.3080459770115,great value
14455,"https://www.bayut.com/property/details-5917779.html
",Lake Point Tower,Jumeirah Lake Towers (JLT),JLT Cluster N,600000,1.0,2,900.0000000000001,25.063355,55.137683,"FURNISHED 1 BEDROOM APARTMENT, LAKE VIEW, VACANT",Furnished,"['Furnished', 'Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Furnished', 'Electricity Backup', 'Parking Spaces', 'Centrally Air-Conditioned', 'Central Heating', 'Double Glazed Windows', 'Balcony or Terrace', 'Lobby in Building', 'Completion Year: 2007', 'First Aid Medical Center', 'Swimming Pool', 'Jacuzzi', 'Sauna', 'Steam Room', 'Day Care Center', 'Barbeque Area', 'Waste Disposal', 'Cleaning Services', 'Business Center', 'Security Staff', 'CCTV Security', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', 'ATM Facility', '24 Hours Concierge']",2007,,666.6666666666666,1,0,0,0,0,0,1,0,1,0,,0,969.2671394799054,-31.21951219512195,good value
14468,"https://www.bayut.com/property/details-5930416.html
",Shams 4,Jumeirah Beach Residence (JBR),Shams,4500000,4.0,6,3414.0000000000005,25.072898,55.130092,"Fully Furnished, Partial Sea & Marina View",Furnished,"['Furnished', 'Balcony or Terrace', 'Parking Spaces', 'Maids Room', 'Furnished', 'Electricity Backup', 'Parking Spaces', 'Centrally Air-Conditioned', 'Central Heating', 'Double Glazed Windows', 'Balcony or Terrace', 'Lobby in Building', 'Completion Year: 2006', 'First Aid Medical Center', 'Gym or Health Club', 'Facilities for Disabled', 'Swimming Pool', 'Jacuzzi', 'Sauna', 'Steam Room', 'Day Care Center', 'Kids Play Area', 'Lawn or Garden', 'Barbeque Area', 'Cafeteria or Canteen', 'Waste Disposal', 'Maintenance Staff', 'Business Center', 'Security Staff', 'CCTV Security', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', 'ATM Facility', '24 Hours Concierge', 'Maids Room', 'View']",2006,,1318.1019332161686,1,0,0,0,0,0,0,0,1,0,,0,3113.187518189701,-57.66069581370298,great value
14477,"https://www.bayut.com/property/details-5941246.html
",Marina Diamond 6,Dubai Marina,Marina Diamonds,1100000,2.0,2,1084.0,25.080789,55.145815,Well-priced I Ready to Move in I Balcony I Spacious,Unfurnished,"['Balcony or Terrace', 'Parking Spaces: 1', 'Swimming Pool', 'Jacuzzi', 'Electricity Backup', 'Parking Spaces: 1', 'Centrally Air-Conditioned', 'Central Heating', 'Double Glazed Windows', 'Balcony or Terrace', 'Lobby in Building', 'Service Elevators', 'Completion Year: 2008', 'Reception/Waiting Room', 'Gym or Health Club', 'Swimming Pool', 'Jacuzzi', 'Sauna', 'Steam Room', 'Day Care Center', 'Kids Play Area', 'Lawn or Garden', 'Waste Disposal', 'Security Staff', 'CCTV Security', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge', 'Freehold']",2008,,1014.760147601476,0,0,1,0,0,0,0,0,0,0,,0,1528.2555282555284,-33.60009966659153,good value
14503,"https://www.bayut.com/property/details-5552214.html
",Murjan 1,Jumeirah Beach Residence (JBR),Murjan,2200000,3.0,5,1921.0,25.081455,55.139855,"Marina and Pool View, Vacant , Investor deal",Furnished,"['Furnished', 'Balcony or Terrace', 'Parking Spaces', 'Swimming Pool', 'Furnished', 'Parking Spaces', 'Centrally Air-Conditioned', 'Double Glazed Windows', 'Storage Areas', 'Balcony or Terrace', 'Lobby in Building', 'Elevators in Building: 4', 'Completion Year: 2006', 'First Aid Medical Center', 'Swimming Pool', 'Kids Play Area', 'Cafeteria or Canteen', 'Waste Disposal', 'Security Staff', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', 'ATM Facility', '24 Hours Concierge']",2006,,1145.2368558042683,1,0,0,0,1,0,1,0,0,0,,0,2220.7267833109017,-48.42963734166234,good value
14505,"https://www.bayut.com/property/details-5935419.html
",,Dubai Marina,Marina Pearl,699999,1.0,2,877.0,25.069799423218,55.134300231934,SHEIKH ZAYED VIEW l ONE BEDROOM l NEXT TO MARINA WALK l READY TO MOVE IN,Unfurnished,"['Furnished', 'Parking Spaces', 'Electricity Backup', 'Centrally Air-Conditioned', 'Furnished', 'Electricity Backup', 'Parking Spaces', 'Centrally Air-Conditioned', 'Lobby in Building', 'Service Elevators', 'Waste Disposal', 'CCTV Security', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge']",0,,798.1744583808438,1,0,0,0,0,0,0,0,0,0,,0,1524.779462290593,-47.6531211155094,good value
14511,"https://www.bayut.com/property/details-5658377.html
",,Dubai Marina,Mag 218 Tower,1600000,2.0,3,1760.0000000000002,25.087999343872,55.149101257324,"Huge Balcony, Floor to Ceiling Windows",Unfurnished,"['Furnished', 'Parking Spaces', 'Swimming Pool', 'Jacuzzi', 'Furnished', 'Electricity Backup', 'Parking Spaces', 'Centrally Air-Conditioned', 'Central Heating', 'Double Glazed Windows', 'Lobby in Building', 'Elevators in Building: 7', 'Service Elevators', 'Completion Year: 2009', 'First Aid Medical Center', 'Swimming Pool', 'Jacuzzi', 'Sauna', 'Steam Room', 'Day Care Center', 'Kids Play Area', 'Barbeque Area', 'Cafeteria or Canteen', 'Waste Disposal', 'Business Center', 'Security Staff', 'CCTV Security', 'Laundry Facility', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge']",2009,,909.090909090909,0,0,0,0,0,0,0,0,0,0,,0,1458.4369817578772,-37.66676788494712,good value
14514,"https://www.bayut.com/property/details-5936285.html
",Golden Mile 3,Palm Jumeirah,Golden Mile,2000000,2.0,3,1887.0,25.106388,55.147462,"New to the Market, Bright Unit, Best Price",,"['Balcony or Terrace', 'Parking Spaces', 'Centrally Air-Conditioned', 'Kids Play Area', 'Parking Spaces', 'Centrally Air-Conditioned', 'Balcony or Terrace', 'Kids Play Area', 'Business Center', 'Satellite/Cable TV', 'ATM Facility']",0,,1059.8834128245892,0,0,1,0,0,0,0,0,0,0,,0,1611.1111111111109,-34.21413299709445,good value
14530,"https://www.bayut.com/property/details-5934465.html
",,Dubai Marina,Marina Pearl,700000,1.0,2,877.0,25.069799423218,55.134300231934,"Prime Location, With Balcony, Well Priced, Spacious",Unfurnished,"['Furnished', 'Parking Spaces', 'Electricity Backup', 'Centrally Air-Conditioned', 'Furnished', 'Electricity Backup', 'Parking Spaces', 'Centrally Air-Conditioned', 'Lobby in Building', 'Service Elevators', 'Waste Disposal', 'CCTV Security', 'Broadband Internet', 'Satellite/Cable TV', 'Intercom', '24 Hours Concierge']",0,,798.175598631699,0,0,1,0,0,0,0,0,0,0,,0,1524.779462290593,-47.65304633414702,good value
